	Strain	Plate	Well	Media	Replicates	Compound	KEGG ID	CAS ID	0.0hrs	0.25hrs	0.5hrs	0.75hrs	1.0hrs	1.25hrs	1.5hrs	1.75hrs	2.0hrs	2.25hrs	2.5hrs	2.75hrs	3.0hrs	3.25hrs	3.5hrs	3.75hrs	4.0hrs	4.25hrs	4.5hrs	4.75hrs	5.0hrs	5.25hrs	5.5hrs	5.75hrs	6.0hrs	6.25hrs	6.5hrs	6.75hrs	7.0hrs	7.25hrs	7.5hrs	7.75hrs	8.0hrs	8.25hrs	8.5hrs	8.75hrs	9.0hrs	9.25hrs	9.5hrs	9.75hrs	10.0hrs	10.25hrs	10.5hrs	10.75hrs	11.0hrs	11.25hrs	11.5hrs	11.75hrs	12.0hrs	12.25hrs	12.5hrs	12.75hrs	13.0hrs	13.25hrs	13.5hrs	13.75hrs	14.0hrs	14.25hrs	14.5hrs	14.75hrs	15.0hrs	15.25hrs	15.5hrs	15.75hrs	16.0hrs	16.25hrs	16.5hrs	16.75hrs	17.0hrs	17.25hrs	17.5hrs	17.75hrs	18.0hrs	18.25hrs	18.5hrs	18.75hrs	19.0hrs	19.25hrs	19.5hrs	19.75hrs	20.0hrs	20.25hrs	20.5hrs	20.75hrs	21.0hrs	21.25hrs	21.5hrs	21.75hrs	22.0hrs	22.25hrs	22.5hrs	22.75hrs	23.0hrs	23.25hrs	23.5hrs	23.75hrs	24.0hrs	24.25hrs	24.5hrs	24.75hrs	25.0hrs	25.25hrs	25.5hrs	25.75hrs	26.0hrs	26.25hrs	26.5hrs	26.75hrs	27.0hrs	27.25hrs	27.5hrs	27.75hrs	28.0hrs	28.25hrs	28.5hrs	28.75hrs	29.0hrs	29.25hrs	29.5hrs	29.75hrs	30.0hrs	30.25hrs	30.5hrs	30.75hrs	31.0hrs	31.25hrs	31.5hrs	31.75hrs	32.0hrs	32.25hrs	32.5hrs	32.75hrs	33.0hrs	33.25hrs	33.5hrs	33.75hrs	34.0hrs	34.25hrs	34.5hrs	34.75hrs	35.0hrs	35.25hrs	35.5hrs	35.75hrs	36.0hrs	36.25hrs	36.5hrs	36.75hrs	37.0hrs	37.25hrs	37.5hrs	37.75hrs	38.0hrs	38.25hrs	38.5hrs	38.75hrs	39.0hrs	39.25hrs	39.5hrs	39.75hrs	40.0hrs	40.25hrs	40.5hrs	40.75hrs	41.0hrs	41.25hrs	41.5hrs	41.75hrs	42.0hrs	42.25hrs	42.5hrs	42.75hrs	43.0hrs	43.25hrs	43.5hrs	43.75hrs	44.0hrs	44.25hrs	44.5hrs	44.75hrs	45.0hrs	45.25hrs	45.5hrs	45.75hrs	46.0hrs	46.25hrs	46.5hrs	46.75hrs	47.0hrs	47.25hrs	47.5hrs	47.75hrs	48.0hrs
0	ybaOALE	PM01	A01	M9 minimal media no C source	R1	Negative Control		CAS Negative Control	21.8635	22.5032	25.2896	19.6999	24.767	22.8081	25.9026	26.5833	22.6468	28.9876	24.259	28.8633	28.016	31.5079	28.2339	30.4074	28.4024	27.4373	30.4722	32.126	30.0816	32.9053	37.3019	35.587	35.5151	32.7972	33.1114	35.1288	38.5656	39.823	39.9548	39.0987	41.6854	36.6751	41.6426	42.4003	40.1326	42.2999	39.5589	41.8038	44.9926	45.0012	39.9512	40.2932	42.7095	42.4734	39.4306	42.6141	40.7964	44.8871	43.6685	43.4685	42.2495	41.2991	44.9863	41.8657	44.3682	43.3623	42.5897	42.9077	48.2118	47.5053	49.9421	47.5781	47.1253	50.2127	44.5895	46.8744	44.3132	48.9046	47.8008	45.0691	48.0897	43.6611	48.9856	46.8955	46.4658	50.389	52.5281	49.597	47.1894	48.9796	51.3924	49.5464	47.2425	44.798	50.7661	48.1492	50.4199	45.2236	48.2096	45.3173	48.1184	50.3741	50.7341	46.1782	47.3301	49.2385	44.3614	48.4423	43.5171	49.6729	48.1887	49.0574	49.038	46.7653	48.7124	51.3074	57.0004	49.6251	52.9803	49.7236	51.5941	46.7987	52.002	52.301	48.5036	47.5067	50.7905	47.471	45.9864	48.5355	45.1836	51.016	47.4525	47.1735	48.4625	48.4002	46.0506	46.5772	49.4453	50.048	51.5147	53.9688	52.2146	49.3961	51.8302	49.445	49.8616	49.4583	51.9873	48.4477	51.7666	51.8463	47.3253	46.6031	48.9564	47.8699	49.936	45.3079	50.7246	49.1709	51.2664	46.4973	49.8467	45.9175	50.0047	53.7572	50.451	51.1113	50.1068	50.0769	51.2985	47.8483	48.6087	47.6641	49.1838	48.0269	48.7177	49.1028	47.4632	47.2302	47.9701	49.1478	42.8468	48.8716	46.9496	46.6989	51.3068	51.705	53.4071	52.6132	48.2301	53.5588	51.8224	49.5685	46.0715	47.1101	46.1576	47.0723	51.1521	50.0103	46.3363
1	ybaOALE	PM01	A02	M9 minimal media no C source	R1	L-Arabinose	C00259	CAS 87-72-9	40.2806	38.6793	37.1789	36.6212	35.8839	40.6037	39.0468	43.3332	42.2029	42.179	42.3175	44.7085	42.0094	41.9649	46.6286	47.2257	43.5592	46.737	45.5915	46.9508	47.5334	46.8859	49.564	49.2008	49.3236	46.2917	49.6162	56.824	52.5331	55.9689	54.101	54.9555	54.0682	56.7448	64.6967	63.7593	65.2089	64.1933	64.9667	66.6463	72.6868	74.5916	78.7148	81.0726	82.2417	87.1089	93.6719	98.819	104.9047	110.5953	119.1818	121.9592	134.7321	137.5118	140.9507	149.6491	152.9763	157.9675	164.0774	168.0023	175.1404	180.5819	181.7515	187.963	191.5665	195.699	197.3358	198.2958	201.4083	206.3024	205.9618	207.4912	208.8727	210.8548	210.892	211.323	211.9553	212.5222	215.8563	210.5849	218.6247	217.3181	219.5882	222.1332	222.1955	228.7877	227.1293	228.9371	230.1664	230.4717	234.718	235.8771	239.962	240.2019	240.3349	237.0391	241.771	237.3247	241.2979	244.7339	243.4069	249.1479	244.7548	246.0011	249.7174	248.9034	251.8398	250.7082	248.8803	251.5123	252.1495	248.183	255.379	251.3963	255.0461	257.0933	256.403	256.8188	257.401	257.7618	257.2698	258.4357	257.7877	261.622	262.6891	259.1693	261.2591	264.5917	258.3411	260.1702	263.5301	265.2719	264.3425	261.4275	264.4468	264.1065	265.6071	265.8908	264.1361	268.5028	270.5591	265.2603	265.2198	266.0323	267.4988	267.7527	267.2524	264.3951	265.6517	268.5174	267.4951	268.0841	268.2309	269.2193	266.7713	270.3231	266.3228	268.7827	269.7881	267.1538	267.542	267.8809	267.0885	269.2697	269.7851	267.6227	267.6883	270.0452	270.3558	271.0289	270.9322	270.9717	271.8329	273.0699	270.2381	268.003	270.4572	272.5582	267.9805	271.2263	270.8918	270.3759	267.086	270.7098	269.7557	270.2139	271.9554	270.9814	269.3012	271.8253	275.2507	269.9874	268.8985
2	ybaOALE	PM01	A03	M9 minimal media no C source	R1	N-Acetyl-D-Glucosamine	C00140	CAS 7512-17-6	14.2634	14.8245	21.4653	19.0674	22.3012	32.5612	37.1675	41.0634	48.084	61.6256	70.3535	71.4605	75.2162	88.5715	72.4132	84.1009	87.6513	95.1285	99.5536	105.462	105.6784	110.707	115.8913	122.0063	126.708	125.4328	129.6363	134.8282	134.3279	140.4358	140.9573	145.7741	144.2554	147.193	150.4306	153.0954	152.8486	161.9581	178.8577	190.5352	199.6643	207.6461	212.9344	217.8935	223.3068	232.4494	235.4707	235.9792	240.3782	242.8445	249.0243	246.8967	250.7403	254.3236	255.7243	255.2135	259.6811	254.5936	258.6612	260.0282	261.2151	265.3067	263.6122	267.8343	264.5612	266.1158	267.9058	268.6688	266.4872	270.2711	270.0613	269.6998	271.1844	271.1576	272.808	274.7898	273.7794	274.0647	276.8973	273.6061	274.7843	276.0193	274.5039	276.4324	276.6854	276.6813	276.0904	278.9243	279.0359	277.1056	275.5114	277.1655	277.6818	277.1377	279.691	276.4441	278.684	277.9646	276.8657	277.1629	277.725	278.8666	280.0338	278.939	282.1987	277.2755	277.6183	279.0804	279.7965	281.843	280.1388	280.9128	277.4813	279.1846	282.0605	280.2923	278.3631	279.7699	278.6223	281.7633	280.4967	280.5857	276.6973	280.3878	278.6697	279.3364	278.1869	275.9913	278.4857	278.1502	279.5058	280.156	280.9645	280.3752	279.9343	281.5595	279.4092	278.2188	278.7823	277.916	279.6627	279.9999	278.7911	277.7344	277.4927	279.1468	279.1839	275.9856	276.8253	280.706	281.0977	276.2229	275.6324	276.4559	278.4436	278.6969	279.1107	278.7046	277.1847	278.1089	278.5713	277.2546	279.4346	279.2891	278.4082	278.4881	276.7898	276.0038	276.5123	277.5075	278.1511	278.0576	275.3832	274.9986	277.3619	276.5093	276.0579	278.1483	278.0197	278.6782	277.5063	275.3076	276.3441	278.659	277.5428	276.2082	275.7154	276.7537	274.6129	274.8981	273.5594	276.2342	276.1092
3	ybaOALE	PM01	A04	M9 minimal media no C source	R1	D-Saccharic acid	C00818	CAS 576-42-1	12.7865	16.7541	18.8954	15.8089	15.728	16.8852	23.1262	18.1372	23.2304	14.4059	17.1069	20.7141	21.9069	20.0117	24.4266	19.1011	18.9024	20.96	29.4145	28.7554	27.657	30.2425	38.3444	35.3228	38.9957	41.313	55.4053	60.0588	63.7537	68.1311	77.1647	81.5554	84.5896	101.9759	110.2282	108.5924	109.459	109.36	113.3868	114.5972	117.0335	109.3048	112.2453	109.8698	110.6522	114.7358	113.2901	112.1094	114.3315	116.2778	114.8255	113.1817	112.969	111.1984	114.4255	108.8031	111.9701	107.1022	112.577	111.3442	112.3368	115.5839	113.2802	112.5382	109.9547	111.7421	112.1325	112.1652	113.2872	112.0838	116.5121	113.705	113.7589	113.7244	114.1553	115.3295	114.2535	113.1512	117.5228	121.7069	120.5245	126.2785	129.7431	127.0734	130.3855	138.6546	141.0285	141.2158	142.5891	146.9503	149.7914	145.1827	156.1674	158.15	159.5386	165.9153	164.5717	164.8139	170.7786	175.7889	175.9883	176.1119	179.4009	185.0784	185.4193	187.2643	191.74	194.9696	199.4604	199.6339	206.6635	207.489	208.6512	213.375	210.2822	215.0236	216.8055	218.218	224.6266	224.5352	226.7525	225.611	227.5334	232.3387	231.168	236.854	239.3086	240.278	243.3817	244.9361	241.1209	245.0269	242.6905	249.4185	249.1179	245.8701	251.6791	251.4654	250.9249	253.4386	256.1019	255.3184	254.8377	257.0886	258.1017	258.0535	258.6449	256.5874	261.0563	259.2803	260.0864	263.7607	265.6024	268.0346	263.7187	266.2547	264.7295	267.616	270.37	271.518	270.6306	267.2331	271.7368	269.4371	269.0914	274.5161	272.2626	271.9568	275.1816	274.7985	275.3002	275.0269	273.2439	273.7032	274.8209	273.6387	273.2078	272.7346	271.8683	271.1768	273.0974	271.512	274.1382	270.8641	273.6928	276.861	276.3076	274.2694	275.6881	275.4079	275.632	275.3475	273.7796
4	ybaOALE	PM01	A05	M9 minimal media no C source	R1	Succinic acid	C00042	CAS 6106-21-4	12.0482	11.8651	15.751	15.0895	14.7275	18.0792	18.7077	17.2924	20.7419	19.6047	18.3366	22.5376	18.8024	21.6036	22.1119	18.9737	23.2023	22.9361	23.7751	23.8843	23.7054	23.997	29.031	29.2073	26.582	30.4963	29.6457	36.6039	37.3219	39.9012	39.296	46.4913	48.8725	48.1165	57.1674	56.5103	60.1459	61.7736	59.8784	72.7189	74.2372	76.9499	79.5424	83.055	90.1475	89.9149	97.2252	93.9374	98.6802	104.7454	106.5409	110.6631	114.3064	117.8406	122.6549	120.6223	126.4979	127.0747	128.2854	133.9457	137.005	142.5291	146.0915	144.6953	148.7289	147.3384	154.7355	154.2278	155.1142	160.0565	162.8945	164.8021	168.3891	170.798	174.5831	175.8079	176.524	179.0081	181.5153	183.5666	189.98	190.0581	187.1152	191.3521	193.3984	195.996	194.7157	199.205	203.1539	208.5448	207.3992	208.8662	212.3402	214.3569	215.4966	218.1519	222.9141	221.8727	223.6554	228.3475	229.4938	227.5047	230.3588	229.9168	229.6291	234.6041	235.3306	236.9564	241.8806	241.3544	243.9506	245.4293	248.7302	246.9073	251.7416	249.2849	254.2795	255.6248	256.6125	257.4603	260.3429	260.4741	261.6283	262.4802	260.8648	266.3537	266.8899	268.168	270.2394	269.6579	271.4018	271.5756	273.6547	278.2588	274.6983	277.1557	276.4514	277.4413	278.4784	279.7527	282.1548	280.4864	282.2812	281.1888	281.7162	285.2877	287.6232	288.8108	284.9159	289.6049	289.997	291.0819	292.848	290.0395	290.3801	292.8089	291.6248	292.6723	293.5162	293.0131	292.5531	293.8874	291.6919	292.4362	290.9753	290.5938	293.311	291.5155	292.1357	293.2256	294.6938	293.6715	290.1812	292.8388	293.8387	291.546	292.0359	293.0897	293.5067	289.8	290.0382	289.9665	292.6947	294.1885	293.7124	293.5783	293.9926	294.0228	290.5504	291.7166	294.1482	293.2094	294.1786
5	ybaOALE	PM01	A06	M9 minimal media no C source	R1	D-Galactose	C00124	CAS 59-23-4	11.0	12.0452	11.0	12.5451	14.6757	11.3489	16.3302	17.4666	21.1678	24.0341	23.2103	29.0998	29.8092	36.5506	38.0745	34.2642	46.144	41.877	47.109	54.5487	55.9136	51.1919	61.0279	66.7522	67.9963	80.9175	84.4572	91.5493	94.8383	100.9783	106.9071	112.1784	114.3276	122.8168	126.2782	133.7415	139.5336	145.8598	149.1009	152.2076	161.7366	161.701	169.4979	171.4853	176.4915	176.8109	181.9711	184.2451	187.034	194.2312	194.011	196.7739	197.8999	200.9268	201.8307	209.6967	206.2272	208.0899	208.9947	206.3619	213.4252	214.0381	211.4886	212.8429	213.8547	218.1085	216.2619	216.189	220.3005	219.4797	219.0272	220.3164	222.2654	225.0055	226.6238	228.8153	228.8976	225.2973	235.9887	232.3848	233.9529	234.3843	239.5688	240.5154	240.9044	242.548	244.8638	245.2686	248.7189	247.264	247.3399	250.1163	252.5217	253.757	252.2709	253.9668	250.0385	252.8026	254.8833	253.2801	254.0309	255.9955	256.5279	256.5847	258.2907	257.2512	258.7346	256.3346	258.906	256.9512	259.2955	259.053	260.8642	257.4781	261.2874	257.4288	258.6768	258.8285	260.863	262.2681	260.3999	260.4426	258.445	261.7997	258.4538	261.531	259.4926	259.9749	262.087	258.5191	259.4232	259.0482	262.0941	261.3006	261.3695	260.651	259.8219	261.2241	259.9796	259.3053	258.9938	262.7892	261.0113	257.7463	257.2135	260.2331	259.4625	259.167	257.769	260.7495	256.4393	256.9039	259.913	258.8182	256.6273	258.7108	258.5654	259.4202	259.3426	257.5955	257.1712	260.4433	255.698	258.2926	261.8108	260.1743	258.3513	258.9539	259.0023	261.397	260.1566	257.9521	255.731	255.5749	258.7101	258.5215	256.2741	257.7814	258.7838	259.0259	258.0036	261.8244	259.3948	259.2866	257.8207	256.6366	257.1335	259.0423	254.0909	257.1535	259.287	255.4619	260.3512
6	ybaOALE	PM01	A07	M9 minimal media no C source	R1	L-Aspartic acid	C00049	CAS 3792-50-5	11.0	13.6413	17.9263	16.0037	13.7563	14.6311	19.1893	15.548	18.63	15.4051	17.0044	16.3152	18.3179	19.3008	22.3717	21.8484	19.5421	17.5607	21.8749	22.3556	19.5792	26.8759	25.9156	25.1876	26.5736	27.2645	30.1534	37.8063	37.8224	36.7103	38.4491	42.8695	42.5765	41.6498	45.5477	43.9654	45.9752	46.2122	52.2294	52.8517	56.2926	57.9222	57.5166	61.6028	59.4972	69.1307	64.2086	70.8502	72.4153	75.5638	79.0114	81.0518	83.6707	82.1086	88.6506	90.7211	91.7468	92.1364	91.9873	96.3886	99.4663	103.3941	106.3078	103.2584	108.7478	111.5185	110.7962	115.5238	118.879	117.9453	117.6948	124.7311	127.8987	125.5025	127.2499	133.6977	135.2464	140.7045	137.3874	139.8734	143.7511	149.2962	149.2392	153.7355	155.0167	158.3046	164.0317	162.2765	165.0633	171.7441	175.7592	176.1935	177.8425	180.3829	184.5409	184.6539	184.5982	189.0148	191.7974	191.9141	196.9057	200.1609	203.3866	202.426	206.1917	211.2993	213.3764	217.7248	219.1594	225.4984	223.4525	224.1351	230.1762	230.7838	230.0584	230.7903	235.1031	236.2386	239.8755	242.9251	245.6707	247.9668	247.2676	250.9714	254.1074	254.0334	254.6223	258.2195	256.4659	257.9723	259.0152	262.7498	263.0701	264.5037	266.2275	269.6486	271.0164	273.4315	273.9535	281.5035	282.0182	283.8426	286.48	283.2394	284.8464	287.3103	288.1436	288.4583	287.9045	290.0874	291.255	291.4458	291.1064	293.7511	293.0247	292.8066	289.5906	291.1685	289.1187	295.7449	295.5552	292.2627	293.8165	297.3124	297.6088	296.1519	299.7519	297.4096	295.9425	297.6331	297.3184	294.8187	297.2988	298.4953	301.2654	295.9974	297.8237	298.6626	297.7122	295.5296	299.4653	297.2251	296.916	300.6602	300.4438	302.3556	297.7581	300.1579	299.6972	299.9088	299.7625	301.597	297.54
7	ybaOALE	PM01	A08	M9 minimal media no C source	R1	L-Proline	C00148	CAS 147-85-3	11.0	14.2909	11.0944	11.0	11.0	13.6217	13.5522	11.0	14.1828	18.7636	16.3624	18.187	18.3335	21.6952	20.1783	16.0757	14.9967	18.8495	24.9288	17.5785	23.2614	16.3129	21.3238	20.8757	27.2974	20.9033	24.5173	25.5563	25.6595	24.9011	25.2361	24.8291	28.5541	31.0606	26.1571	27.4279	26.5723	33.5647	33.6114	27.6947	31.3073	31.2937	26.0468	31.0777	30.9357	35.7345	29.6493	33.7342	33.3202	37.0204	34.4572	36.6899	37.9251	36.9785	38.1764	32.5639	36.013	36.8542	33.4821	33.4317	40.0001	36.2935	39.0711	36.2886	36.9173	38.3847	40.5421	37.8404	39.4137	39.652	36.9424	41.7839	39.4218	44.6547	38.6139	40.1367	41.6607	39.1023	41.8256	38.0523	41.1131	47.043	37.9696	39.5826	39.9529	45.9358	48.4714	42.605	44.1504	44.8635	43.6509	43.8928	47.1493	45.8459	44.9443	48.2763	48.7054	48.9901	46.4805	45.0076	50.2191	51.7226	54.6444	53.6941	53.6841	56.5527	54.1569	59.1192	58.2222	60.2813	58.074	61.4022	60.4623	62.6462	63.9579	65.4382	67.2416	69.6852	68.7137	70.776	72.0672	69.3732	71.7872	78.7005	78.9096	80.15	83.8463	84.637	82.2464	87.8099	87.4866	91.6062	88.9013	96.995	97.4079	98.0753	99.1043	107.2169	106.8014	111.2146	113.0701	114.6469	117.536	120.4774	127.4726	125.8178	125.9914	132.4603	132.2337	136.4151	138.0576	137.2792	146.6067	147.9079	148.4804	151.4547	160.9944	164.9182	169.071	168.2332	174.1	178.1855	181.171	182.4895	191.4838	190.4501	195.1582	199.8677	200.4866	205.0121	206.9756	214.6531	217.0836	216.3521	217.8494	224.8794	226.1024	228.4639	227.7478	234.5392	237.368	236.0244	240.5678	246.4794	246.9665	245.5903	246.5094	250.8894	246.7084	249.2888	251.389	253.559	254.4186
8	ybaOALE	PM01	A09	M9 minimal media no C source	R1	D-Alanine	C00133	CAS 338-69-2	11.0	16.0714	14.3447	12.4043	11.0	14.9153	17.4042	11.437	14.5178	15.4829	20.5149	17.1468	16.5199	21.011	17.7406	21.8154	19.52	20.8525	18.6877	21.691	25.086	22.3159	23.2674	22.4115	25.5376	22.2984	25.8465	30.9033	27.0478	26.396	29.9036	31.3381	33.0087	31.3266	32.904	31.9904	40.6774	47.1058	39.5441	50.9808	54.4978	52.0021	53.8682	56.0601	60.2297	64.125	64.7548	72.6436	72.8621	76.6621	83.4748	82.5577	84.3817	85.427	87.5604	86.9188	91.5721	94.2311	95.1839	99.0079	103.1951	104.9019	102.5847	106.7376	105.665	106.1303	113.0278	110.4708	119.2385	119.0828	118.2553	122.9671	123.8419	129.2242	129.5308	133.595	132.8047	135.4231	139.8306	138.3868	142.5124	145.2534	149.0497	153.5637	156.206	157.8734	163.789	162.5803	164.9595	170.8988	167.4419	173.2003	172.8958	175.7087	174.8672	176.4143	180.4166	176.5253	181.9622	182.9401	191.1983	190.734	192.4234	190.7704	192.0029	196.8319	195.0724	198.9132	202.1687	204.8607	208.7968	209.1491	209.6878	207.4145	214.8111	214.2224	219.0978	220.5684	224.9083	223.8772	226.7533	228.8082	228.5229	231.6338	230.3782	227.3923	231.658	230.9993	233.0541	235.6348	235.3064	230.4232	234.9551	236.8564	237.5976	236.2629	238.8506	238.4515	243.145	238.2991	243.0137	244.1975	246.0824	246.5842	244.7579	248.44	249.2685	250.3862	249.8412	247.195	251.6786	254.7716	251.5536	251.2748	255.278	250.6676	253.7133	254.1519	253.2418	255.8165	252.1448	254.1614	254.9856	259.5004	257.9185	256.2357	257.2277	253.8526	256.4203	259.9254	258.635	263.6112	259.2298	259.5148	261.2283	261.4263	263.1366	261.6755	263.1581	261.834	262.6932	262.2983	262.1221	261.7362	263.2966	259.5374	263.6671	265.1231	262.1478	266.3207	263.3467	264.5506	262.4191
9	ybaOALE	PM01	A10	M9 minimal media no C source	R1	D-Trehalose	C01083	CAS 6138-23-4	14.1481	20.4585	20.993	19.0889	20.4946	22.039	20.7085	25.7918	27.0926	21.8512	30.4621	39.3977	39.8588	47.4043	52.9699	54.1815	61.8244	61.7481	71.6963	73.4509	75.0274	78.2854	83.7472	89.0069	93.6793	103.5365	105.1248	110.1614	114.5494	118.3174	120.2665	124.4009	127.4112	134.9026	136.5269	144.5531	149.0097	151.3564	156.7198	163.5264	168.5253	170.5069	172.6278	175.3376	179.6889	180.0261	186.7172	192.4173	195.3008	195.3488	197.8844	202.028	203.7577	205.6652	207.7786	209.5684	208.7435	212.2855	213.9121	213.3352	216.7315	219.9075	218.5804	220.1239	220.7718	221.0413	224.8268	222.8601	223.7226	221.7318	225.8302	225.1875	224.205	225.332	226.2219	223.2767	227.7168	225.8355	226.1996	228.617	228.3671	225.6002	225.67	227.7305	226.183	227.2179	229.1764	226.9233	228.6674	227.7506	228.5827	227.6292	226.5227	230.1814	228.6744	223.8359	228.416	222.6693	225.8138	225.799	224.604	226.4472	223.3249	224.6854	228.0328	225.5123	226.1975	223.3881	224.2844	228.15	226.7195	225.6884	225.34	226.3223	227.5532	226.4297	222.9041	230.7759	226.2262	228.0354	230.1968	230.8265	228.4055	228.9212	226.2631	229.5196	229.9006	228.1875	229.7365	226.3779	227.0154	224.6032	228.3201	226.5154	227.404	227.4124	224.4565	227.1173	227.0984	225.3774	227.8906	226.1846	225.5011	225.776	225.9722	226.756	225.663	224.5564	228.5192	226.7962	227.2906	227.3009	225.7516	228.3984	223.3886	225.3865	225.838	224.1102	226.8674	226.5922	226.8487	223.7716	227.6667	222.8951	225.7928	224.9272	223.6919	224.5322	224.6843	225.4648	223.8802	224.2645	225.3732	220.7394	226.1943	225.1535	223.8637	222.6415	223.15	224.5809	223.2615	222.8441	222.0965	223.3566	222.8276	220.2842	222.8009	222.5618	219.3371	224.2294	224.3288	222.5278	222.5647
